timestamp,pair,side,qty,entry_price,exit_price,pnl,pnl_pct,signal_source,regime_bias
2026-07-05T07:08:05.881035,BTC-USD,BUY,0.00124188,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:06.035189,ETH-USD,BUY,0.02563579,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:06.174516,SOL-USD,BUY,0.54919843,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:06.253802,XRP-USD,BUY,142.195882,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:06.572887,DOGE-USD,BUY,625.9,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:06.756991,ADA-USD,BUY,0.74173836,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:06.892032,AVAX-USD,BUY,0.73643602,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:07.258851,LINK-USD,BUY,0.88,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:07.415109,UNI-USD,BUY,0.74056,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:07.807514,ARB-USD,BUY,0.73,0,None,0.0,0.0,phase6_fresh_start,
2026-07-05T07:08:08.223936,OP-USD,BUY,0.88,0,None,0.0,0.0,phase6_fresh_start,
