timestamp,pair,side,qty,entry_price,exit_price,pnl,pnl_pct,signal_source,regime_bias
2026-07-03T21:35:32.273658,UNI-USD,BUY,0.7698,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:35:32.411753,ARB-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:35:32.770649,OP-USD,BUY,0.8497,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:20.938374,BTC-USD,BUY,0.001183,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:21.097201,ETH-USD,BUY,0.023994,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:21.237088,SOL-USD,BUY,0.548276,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:21.314631,XRP-USD,BUY,148.942308,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:21.458997,DOGE-USD,BUY,640.833333,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:21.625410,ADA-USD,BUY,0.7717,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:21.772954,AVAX-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:22.124083,LINK-USD,BUY,0.8356,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:22.273425,UNI-USD,BUY,0.7698,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:22.421551,ARB-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:22.555244,OP-USD,BUY,0.8497,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:32.168628,BTC-USD,BUY,0.001183,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:32.312965,ETH-USD,BUY,0.023994,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:32.453622,SOL-USD,BUY,0.548276,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:32.597171,XRP-USD,BUY,148.942308,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:32.739763,DOGE-USD,BUY,640.833333,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:32.920739,ADA-USD,BUY,0.7717,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:33.085412,AVAX-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:33.232120,LINK-USD,BUY,0.8356,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:33.392867,UNI-USD,BUY,0.7698,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:33.544045,ARB-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:33.684491,OP-USD,BUY,0.8497,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:47.445169,BTC-USD,BUY,0.001183,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:47.666953,ETH-USD,BUY,0.023994,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:47.808435,SOL-USD,BUY,0.548276,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:47.954759,XRP-USD,BUY,148.942308,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:48.087104,DOGE-USD,BUY,640.833333,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:48.231315,ADA-USD,BUY,0.7717,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:48.399068,AVAX-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:48.529235,LINK-USD,BUY,0.8356,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:48.716737,UNI-USD,BUY,0.7698,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:48.871122,ARB-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:36:49.004791,OP-USD,BUY,0.8497,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:10.380782,BTC-USD,BUY,0.001183,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:10.536270,ETH-USD,BUY,0.023994,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:10.665715,SOL-USD,BUY,0.548276,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:10.801418,XRP-USD,BUY,148.942308,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:10.943362,DOGE-USD,BUY,640.833333,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:11.095344,ADA-USD,BUY,0.7717,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:11.138293,AVAX-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:11.184409,LINK-USD,BUY,0.8356,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:11.327639,UNI-USD,BUY,0.7698,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:11.462861,ARB-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:11.599806,OP-USD,BUY,0.8497,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:15.735953,BTC-USD,BUY,0.001183,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:15.885267,ETH-USD,BUY,0.023994,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:16.022829,SOL-USD,BUY,0.548276,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:16.181802,XRP-USD,BUY,148.942308,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:16.332667,DOGE-USD,BUY,640.833333,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:16.500973,ADA-USD,BUY,0.7717,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:16.862811,AVAX-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:17.086725,LINK-USD,BUY,0.8356,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:17.234038,UNI-USD,BUY,0.7698,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:17.383392,ARB-USD,BUY,0.769,0,None,0.0,0.0,phase6_fresh_start,
2026-07-03T21:37:17.515258,OP-USD,BUY,0.8497,0,None,0.0,0.0,phase6_fresh_start,
