timestamp,pair,side,qty,entry_price,exit_price,pnl,pnl_pct,signal_source,regime_bias
2026-06-30T00:45:08.408182,BTC-USD,BUY,0.001007,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.456662,ETH-USD,BUY,0.02045,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.460362,SOL-USD,BUY,0.45131,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.461124,XRP-USD,BUY,126.096154,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.461737,DOGE-USD,BUY,545.333333,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.464369,ADA-USD,BUY,0.6544,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.464964,AVAX-USD,BUY,0.6544,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.465576,LINK-USD,BUY,0.6544,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.466158,UNI-USD,BUY,0.6544,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.470504,ARB-USD,BUY,0.6544,0,None,0.0,0.0,phase6_fresh_start,
2026-06-30T00:45:08.473626,OP-USD,BUY,0.6544,0,None,0.0,0.0,phase6_fresh_start,
